fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
 6,30;0,250;0,22; 3,30;0,048; 41,0;161,0;0,992560;3,16;0,50;10,500000;6
 6,50;0,220;0,45; 8,00;0,053; 52,0;196,0;0,995900;3,23;0,48; 9,100000;6
 6,40;0,140;0,31; 1,20;0,034; 53,0;138,0;0,990840;3,38;0,35;11,500000;7
 6,40;0,140;0,31; 1,20;0,034; 53,0;138,0;0,990840;3,38;0,35;11,500000;7
 7,10;0,260;0,32;16,20;0,044; 31,0;170,0;0,996440;3,17;0,37;11,200000;5
 6,60;0,220;0,34;11,60;0,050; 59,0;140,0;0,995260;3,22;0,40;10,800000;5
 6,60;0,450;0,43; 7,20;0,064; 31,0;186,0;0,995400;3,12;0,44; 9,400000;5
 6,60;0,170;0,30; 1,10;0,031; 13,0; 73,0;0,990950;3,17;0,58;11,000000;6
 7,20;0,440;0,28; 3,40;0,048; 22,0;112,0;0,991880;3,21;0,37;11,300000;7
 6,20;0,150;0,27; 1,40;0,041; 51,0;117,0;0,990900;3,28;0,38;11,200000;6
 6,30;0,250;0,22; 3,30;0,048; 41,0;161,0;0,992560;3,16;0,50;10,500000;6
 6,50;0,220;0,45; 8,00;0,053; 52,0;196,0;0,995900;3,23;0,48; 9,100000;6
 7,30;0,260;0,30; 9,30;0,050; 35,0;154,0;0,995810;3,21;0,50;10,400000;6
 6,90;0,150;0,29; 2,30;0,033; 14,0; 82,0;0,991320;3,10;0,58;11,200000;7
 5,80;0,220;0,29; 0,90;0,034; 34,0; 89,0;0,989360;3,14;0,36;11,100000;7
 6,50;0,370;0,33; 3,50;0,036; 23,0; 92,0;0,991360;3,18;0,38;11,200000;6
 5,50;0,375;0,38; 1,70;0,036; 17,0; 98,0;0,991420;3,29;0,39;10,500000;6
 5,90;0,200;0,40; 1,30;0,047; 23,0; 92,0;0,992320;3,20;0,45;10,000000;6
 5,90;0,220;0,38; 1,30;0,046; 24,0; 90,0;0,992320;3,20;0,47;10,000000;6
 8,00;0,220;0,31; 5,60;0,049; 24,0; 97,0;0,993000;3,10;0,42;10,900000;5
 6,50;0,220;0,29; 7,40;0,028; 16,0; 87,0;0,993110;3,15;0,56;10,900000;7
 6,90;0,150;0,29; 2,30;0,033; 14,0; 82,0;0,991320;3,10;0,58;11,200000;7
 5,80;0,200;0,34; 1,00;0,035; 40,0; 86,0;0,989930;3,50;0,42;11,700000;5
 6,60;0,310;0,07; 1,50;0,033; 55,0;144,0;0,992080;3,16;0,42;10,000000;5
 7,70;0,430;0,37;10,00;0,169; 22,0;210,0;0,997760;3,02;0,64; 9,500000;5
 6,70;0,240;0,29;14,90;0,053; 55,0;136,0;0,998390;3,03;0,52; 9,000000;5
 7,30;0,230;0,34; 9,30;0,052; 19,0; 86,0;0,995740;3,04;0,56;10,000000;5
 7,90;0,200;0,39; 1,00;0,041; 37,0;154,0;0,990930;3,08;0,43;11,900000;5
 5,30;0,160;0,39; 1,00;0,028; 40,0;101,0;0,991560;3,57;0,59;10,600000;6
 6,40;0,210;0,28; 5,90;0,047; 29,0;101,0;0,992780;3,15;0,40;11,000000;6
 6,90;0,330;0,26; 5,00;0,027; 46,0;143,0;0,992400;3,25;0,43;11,200000;7
 5,60;0,180;0,58; 1,25;0,034; 29,0;129,0;0,989840;3,51;0,60;12,000000;7
 6,60;0,290;0,31; 3,90;0,027; 39,0; 96,0;0,990350;3,24;0,60;12,600000;8
 6,90;0,330;0,26; 5,00;0,027; 46,0;143,0;0,992400;3,25;0,43;11,200000;7
 6,60;0,210;0,36; 0,80;0,034; 48,0;113,0;0,991650;3,24;0,68;10,500000;6
 7,30;0,210;0,33; 1,00;0,037; 66,0;144,0;0,992300;3,11;0,52;10,200000;6
 6,40;0,210;0,28; 5,90;0,047; 29,0;101,0;0,992780;3,15;0,40;11,000000;6
 5,10;0,110;0,32; 1,60;0,028; 12,0; 90,0;0,990080;3,57;0,52;12,200000;6
 6,50;0,150;0,32; 1,30;0,036; 19,0; 76,0;0,989640;3,18;0,41;12,300000;6
 5,30;0,160;0,39; 1,00;0,028; 40,0;101,0;0,991560;3,57;0,59;10,600000;6
 5,60;0,190;0,46; 1,10;0,032; 33,0;115,0;0,990900;3,36;0,50;10,400000;6
 5,60;0,180;0,58; 1,25;0,034; 29,0;129,0;0,989840;3,51;0,60;12,000000;7
 6,70;0,480;0,32; 1,40;0,021; 22,0;121,0;0,988900;3,15;0,53;12,700000;7
 6,20;0,230;0,23; 1,20;0,018; 18,0;128,0;0,991780;3,05;0,28;10,600000;5
 6,00;0,170;0,29; 5,00;0,028; 25,0;108,0;0,990760;3,14;0,34;12,300000;6
 6,70;0,480;0,32; 1,40;0,021; 22,0;121,0;0,988900;3,15;0,53;12,700000;7
 6,70;0,150;0,38; 1,70;0,037; 20,0; 84,0;0,990460;3,09;0,53;11,400000;6
 4,20;0,170;0,36; 1,80;0,029; 93,0;161,0;0,989990;3,65;0,89;12,000000;7
 5,80;0,210;0,32; 1,60;0,045; 38,0; 95,0;0,989460;3,23;0,94;12,400000;8
 5,40;0,230;0,36; 1,50;0,030; 74,0;121,0;0,989760;3,24;0,99;12,100000;7
 6,70;0,150;0,38; 1,70;0,037; 20,0; 84,0;0,990460;3,09;0,53;11,400000;6
 6,40;0,220;0,31;13,90;0,040; 57,0;135,0;0,996720;3,21;0,38;10,700000;5
 6,50;0,150;0,55; 5,90;0,045; 75,0;162,0;0,994820;2,97;0,40; 9,300000;5
 5,90;0,320;0,33; 2,10;0,027; 35,0;138,0;0,989450;3,37;0,42;12,700000;6
 5,70;0,370;0,30; 1,10;0,029; 24,0; 88,0;0,988830;3,18;0,39;11,700000;6
 7,90;0,250;0,35; 6,70;0,039; 22,0; 64,0;0,993620;2,93;0,49;10,700000;5
 7,20;0,210;0,28; 2,70;0,033; 38,0; 94,0;0,990750;2,99;0,43;11,800000;7
 7,00;0,240;0,30; 6,70;0,039; 37,0;125,0;0,994360;3,20;0,39; 9,900000;5
 6,80;0,475;0,33; 3,95;0,047; 16,0; 81,0;0,989880;3,23;0,53;13,400000;7
 7,00;0,280;0,32; 7,75;0,032; 30,0;114,0;0,991580;3,12;0,64;12,800000;7
 6,90;0,400;0,30;10,60;0,033; 24,0; 87,0;0,992650;3,15;0,45;12,800000;6
 6,60;0,410;0,31; 1,60;0,042; 18,0;101,0;0,991950;3,13;0,41;10,500000;5
 6,40;0,200;0,28; 2,50;0,032; 24,0; 84,0;0,991680;3,31;0,55;11,500000;5
 8,50;0,220;0,34; 0,70;0,040;  5,0; 25,0;0,991800;3,04;0,37;10,500000;4
 8,40;0,360;0,36;11,10;0,032; 21,0;132,0;0,993130;2,95;0,39;13,000000;6
 5,20;0,285;0,29; 5,15;0,035; 64,0;138,0;0,989500;3,19;0,34;12,400000;8
 6,90;0,200;0,30; 4,70;0,041; 40,0;148,0;0,993200;3,16;0,35;10,200000;6
 6,70;0,420;0,46; 9,70;0,054; 67,0;234,0;0,998480;3,23;0,50; 9,000000;5
 6,20;0,160;0,34; 1,70;0,038; 85,0;153,0;0,990900;3,33;0,86;12,000000;7
 6,40;0,125;0,36; 1,40;0,044; 22,0; 68,0;0,990140;3,15;0,50;11,700000;7
 6,40;0,440;0,26; 2,00;0,054; 20,0;180,0;0,995200;3,58;0,57;10,000000;5
 7,00;0,310;0,39; 7,50;0,055; 42,0;218,0;0,996520;3,37;0,54;10,300000;5
 6,70;0,420;0,46; 9,70;0,054; 67,0;234,0;0,998480;3,23;0,50; 9,000000;5
 8,60;0,180;0,28; 0,80;0,032; 25,0; 78,0;0,991040;2,99;0,38;11,100000;5
 6,20;0,210;0,26;13,10;0,050; 59,0;150,0;0,997720;3,31;0,46; 9,000000;5
 6,10;0,160;0,37; 1,10;0,031; 37,0; 97,0;0,992200;3,40;0,58;10,500000;6
 6,50;0,220;0,32; 2,20;0,028; 36,0; 92,0;0,990760;3,27;0,59;11,900000;7
 6,20;0,360;0,14; 8,90;0,036; 38,0;155,0;0,996220;3,27;0,50; 9,400000;5
 5,70;0,210;0,25; 1,10;0,035; 26,0; 81,0;0,990200;3,31;0,52;11,400000;6
 6,40;0,250;0,32; 0,90;0,034; 40,0;114,0;0,991140;3,31;0,58;10,800000;7
 7,60;0,310;0,26; 1,70;0,073; 40,0;157,0;0,993800;3,10;0,46; 9,800000;5
 6,60;0,260;0,46; 6,90;0,047; 59,0;183,0;0,995940;3,20;0,45; 9,300000;5
 5,70;0,210;0,25; 1,10;0,035; 26,0; 81,0;0,990200;3,31;0,52;11,400000;6
 6,20;0,200;0,31; 1,00;0,031; 22,0; 73,0;0,990350;3,24;0,52;11,300000;6
 6,20;0,180;0,30; 1,00;0,031; 23,0; 73,0;0,990320;3,23;0,52;11,300000;6
 6,10;0,370;0,20; 7,60;0,031; 49,0;170,0;0,995580;3,22;0,48; 9,500000;5
 6,20;0,360;0,14; 8,90;0,036; 38,0;155,0;0,996220;3,27;0,50; 9,400000;5
 6,50;0,220;0,32; 2,20;0,028; 36,0; 92,0;0,990760;3,27;0,59;11,900000;7
 7,70;0,180;0,30; 1,20;0,046; 49,0;199,0;0,994130;3,03;0,38; 9,300000;5
 6,90;0,140;0,38; 1,00;0,041; 22,0; 81,0;0,990430;3,03;0,54;11,400000;6
 6,90;0,140;0,38; 1,00;0,041; 22,0; 81,0;0,990430;3,03;0,54;11,400000;6
 6,00;0,440;0,26; 3,10;0,053; 57,0;128,0;0,989820;3,22;0,39;12,700000;6
 7,10;0,360;0,40; 1,95;0,033; 26,0;118,0;0,989340;3,20;0,45;13,500000;7
 5,70;0,280;0,28; 2,20;0,019; 15,0; 65,0;0,990200;3,06;0,52;11,200000;6
 6,40;0,160;0,32; 8,75;0,038; 38,0;118,0;0,994490;3,19;0,41;10,700000;5
 7,40;0,280;0,40;11,90;0,032; 13,0; 92,0;0,996290;3,01;0,46;10,800000;4
 6,70;0,390;0,31; 2,70;0,054; 27,0;202,0;0,994800;3,46;0,57;10,500000;6
 6,50;0,440;0,47; 5,45;0,014; 44,0;137,0;0,989840;3,13;0,32;13,000000;8
 6,90;0,220;0,31; 6,30;0,029; 41,0;131,0;0,993260;3,08;0,49;10,800000;6
 6,60;0,220;0,29;14,40;0,046; 39,0;118,0;0,998340;3,05;0,50; 9,100000;6
 7,70;0,250;0,30; 7,80;0,038; 67,0;196,0;0,995550;3,10;0,50;10,100000;5
 5,20;0,155;0,33; 1,60;0,028; 13,0; 59,0;0,989750;3,30;0,84;11,900000;8
 7,00;0,310;0,31; 9,10;0,036; 45,0;140,0;0,992160;2,98;0,31;12,000000;7
 7,00;0,310;0,31; 9,10;0,036; 45,0;140,0;0,992160;2,98;0,31;12,000000;7
 6,60;0,220;0,29;14,40;0,046; 39,0;118,0;0,998340;3,05;0,50; 9,100000;6
 5,60;0,210;0,40; 1,30;0,041; 81,0;147,0;0,990100;3,22;0,95;11,600000;8
 5,20;0,155;0,33; 1,60;0,028; 13,0; 59,0;0,989750;3,30;0,84;11,900000;8
 6,40;0,250;0,32;11,30;0,038; 69,0;192,0;0,995730;3,14;0,50;10,200000;6
 6,90;0,220;0,31; 6,30;0,029; 41,0;131,0;0,993260;3,08;0,49;10,800000;6
 5,30;0,210;0,29; 0,70;0,028; 11,0; 66,0;0,992150;3,30;0,40; 9,800000;5
 7,10;0,270;0,28; 1,25;0,023;  3,0; 89,0;0,989930;2,95;0,30;11,400000;4
 5,20;0,170;0,27; 0,70;0,030; 11,0; 68,0;0,992180;3,30;0,41; 9,800000;5
 7,70;0,250;0,30; 7,80;0,038; 67,0;196,0;0,995550;3,10;0,50;10,100000;5
 7,00;0,120;0,29;10,30;0,039; 41,0; 98,0;0,995640;3,19;0,38; 9,800000;8
 7,00;0,120;0,29;10,30;0,039; 41,0; 98,0;0,995640;3,19;0,38; 9,800000;8
 7,10;0,290;0,34; 7,80;0,036; 49,0;128,0;0,993970;3,21;0,40;10,700000;6
 7,20;0,300;0,30; 8,70;0,022; 14,0;111,0;0,995760;3,11;0,61;10,600000;5
 6,80;0,260;0,46; 8,30;0,037; 49,0;173,0;0,996010;3,17;0,47; 9,300000;5
 7,00;0,120;0,29;10,30;0,039; 41,0; 98,0;0,995640;3,19;0,38; 9,800000;8
 7,10;0,290;0,34; 7,80;0,036; 49,0;128,0;0,993970;3,21;0,40;10,700000;6
 4,90;0,330;0,31; 1,20;0,016; 39,0;150,0;0,987130;3,33;0,59;14,000000;8
 5,10;0,290;0,28; 8,30;0,026; 27,0;107,0;0,993080;3,36;0,37;11,000000;6
 5,10;0,290;0,28; 8,30;0,026; 27,0;107,0;0,993080;3,36;0,37;11,000000;6
 6,80;0,260;0,48; 6,20;0,049; 55,0;182,0;0,995820;3,21;0,45; 9,400000;6
 6,00;0,280;0,52; 5,00;0,078; 30,0;139,0;0,994940;3,10;0,36; 9,000000;6
 6,00;0,280;0,25; 1,80;0,042;  8,0;108,0;0,992900;3,08;0,55; 9,000000;5
 7,20;0,200;0,22; 1,60;0,044; 17,0;101,0;0,994710;3,37;0,53;10,000000;5
 6,10;0,270;0,25; 1,80;0,041;  9,0;109,0;0,992900;3,08;0,54; 9,000000;5
 6,00;0,280;0,25; 1,80;0,042;  8,0;108,0;0,992900;3,08;0,55; 9,000000;5
 6,40;0,290;0,30; 2,90;0,036; 25,0; 79,0;0,990370;3,29;0,60;12,400000;7
 7,40;0,350;0,24; 6,00;0,042; 28,0;123,0;0,993040;3,14;0,44;11,300000;5
 8,10;0,120;0,38; 0,90;0,034; 36,0; 86,0;0,990260;2,80;0,55;12,000000;6
 6,40;0,120;0,30; 1,10;0,031; 37,0; 94,0;0,989860;3,01;0,56;11,700000;6
 7,20;0,200;0,22; 1,60;0,044; 17,0;101,0;0,994710;3,37;0,53;10,000000;5
 7,30;0,400;0,26; 5,45;0,016; 26,0; 90,0;0,989510;2,84;0,54;13,200000;7
 7,70;0,110;0,34;14,05;0,040; 41,0;114,0;0,996340;3,07;0,59;11,000000;7
 6,90;0,230;0,41; 8,00;0,030; 30,0;114,0;0,993680;3,22;0,54;11,000000;6
 6,90;0,380;0,38;13,10;0,112; 14,0; 94,0;0,997920;3,02;0,48; 9,200000;5
 7,50;0,380;0,29; 4,90;0,021; 38,0;113,0;0,990260;3,08;0,48;13,000000;7
 5,80;0,190;0,24; 1,30;0,044; 38,0;128,0;0,993620;3,77;0,60;10,600000;5
 5,50;0,340;0,26; 2,20;0,021; 31,0;119,0;0,989190;3,55;0,49;13,000000;8
 6,60;0,230;0,30;14,90;0,051; 33,0;118,0;0,998350;3,04;0,54; 9,000000;6
 6,60;0,230;0,30;14,90;0,051; 33,0;118,0;0,998350;3,04;0,54; 9,000000;6
 8,40;0,310;0,31; 0,95;0,021; 52,0;148,0;0,990380;2,93;0,32;11,500000;5
 6,70;0,200;0,30; 1,40;0,025; 17,0; 76,0;0,991040;3,11;0,44;11,000000;6
 8,40;0,310;0,31; 0,95;0,021; 52,0;148,0;0,990380;2,93;0,32;11,500000;5
 7,30;0,260;0,24; 1,70;0,050; 10,0;112,0;0,992860;3,11;0,43; 9,900000;5
 6,30;0,220;0,22; 5,60;0,039; 31,0;128,0;0,992960;3,12;0,46;10,400000;6
 6,60;0,230;0,30;14,90;0,051; 33,0;118,0;0,998350;3,04;0,54; 9,000000;6
 7,50;0,190;0,40; 7,10;0,056; 50,0;110,0;0,995400;3,06;0,52; 9,900000;6
 8,00;0,140;0,33; 1,20;0,045; 71,0;162,0;0,991400;3,07;0,47;11,000000;6
 6,80;0,320;0,39; 9,60;0,026; 34,0;124,0;0,992860;3,18;0,35;12,100000;6
 6,60;0,230;0,20;11,40;0,044; 45,0;131,0;0,996040;2,96;0,51; 9,700000;6
 6,60;0,230;0,20;11,40;0,044; 45,0;131,0;0,996040;2,96;0,51; 9,700000;6
 6,70;0,360;0,26; 7,90;0,034; 39,0;123,0;0,991190;2,99;0,30;12,200000;7
 6,10;0,380;0,42; 5,00;0,016; 31,0;113,0;0,990070;3,15;0,31;12,400000;7
 8,50;0,230;0,28;11,10;0,033; 30,0; 97,0;0,995070;3,03;0,39;10,500000;7
 7,00;0,200;0,31; 8,00;0,050; 29,0;213,0;0,995960;3,28;0,57;10,400000;6
 6,00;0,260;0,32; 3,80;0,029; 48,0;180,0;0,990110;3,15;0,34;12,000000;6
 6,90;0,300;0,30;10,55;0,037;  4,0; 28,0;0,991840;3,07;0,32;12,700000;6
 6,70;0,180;0,28;10,20;0,039; 29,0;115,0;0,994690;3,11;0,45;10,900000;7
 6,70;0,180;0,28;10,20;0,039; 29,0;115,0;0,994690;3,11;0,45;10,900000;7
 6,80;0,180;0,28; 9,80;0,039; 29,0;113,0;0,994060;3,11;0,45;10,900000;7
 7,20;0,190;0,31; 6,30;0,034; 17,0;103,0;0,993050;3,15;0,52;11,400000;7
 6,20;0,160;0,32; 1,10;0,036; 74,0;184,0;0,990960;3,22;0,41;11,000000;6
 5,00;0,270;0,32; 4,50;0,032; 58,0;178,0;0,989560;3,45;0,31;12,600000;7
 6,30;0,370;0,28; 6,30;0,034; 45,0;152,0;0,992100;3,29;0,46;11,600000;7
 6,60;0,200;0,27;10,90;0,038; 29,0;130,0;0,994960;3,11;0,44;10,500000;7
 6,80;0,180;0,28; 9,80;0,039; 29,0;113,0;0,994060;3,11;0,45;10,900000;7
 6,80;0,180;0,28; 9,80;0,039; 29,0;113,0;0,994060;3,11;0,45;10,900000;7
 6,60;0,280;0,34; 0,80;0,037; 42,0;119,0;0,988800;3,03;0,37;12,500000;6
 6,50;0,350;0,36; 0,80;0,034; 32,0;111,0;0,989420;3,11;0,50;12,100000;8
 6,90;0,250;0,33; 1,20;0,035; 35,0;158,0;0,990820;3,02;0,58;11,300000;6
 6,00;0,320;0,30; 1,30;0,025; 18,0;112,0;0,988020;3,07;0,64;13,300000;7
 6,80;0,180;0,28; 9,80;0,039; 29,0;113,0;0,994060;3,11;0,45;10,900000;7
 6,70;0,180;0,28;10,20;0,039; 29,0;115,0;0,994690;3,11;0,45;10,900000;7
 6,60;0,200;0,27;10,90;0,038; 29,0;130,0;0,994960;3,11;0,44;10,500000;7
 6,30;0,370;0,28; 6,30;0,034; 45,0;152,0;0,992100;3,29;0,46;11,600000;7
 7,20;0,190;0,31; 6,30;0,034; 17,0;103,0;0,993050;3,15;0,52;11,400000;7
 6,30;0,180;0,36; 1,20;0,034; 26,0;111,0;0,990740;3,16;0,51;11,000000;6
 6,90;0,300;0,36; 0,90;0,037; 40,0;156,0;0,989680;3,08;0,36;12,100000;6
 6,20;0,160;0,32; 1,10;0,036; 74,0;184,0;0,990960;3,22;0,41;11,000000;6
 5,00;0,270;0,32; 4,50;0,032; 58,0;178,0;0,989560;3,45;0,31;12,600000;7
 5,00;0,300;0,33; 3,70;0,030; 54,0;173,0;0,988700;3,36;0,30;13,000000;7
 6,50;0,200;0,50;18,10;0,054; 50,0;221,0;0,999410;2,94;0,64; 8,800000;6
 6,70;0,250;0,31; 1,35;0,061; 30,5;218,0;0,993880;3,16;0,53; 9,500000;5
 6,60;0,220;0,36; 5,50;0,029; 30,0;105,0;0,992060;3,20;0,47;11,800000;6
 6,80;0,250;0,37; 3,10;0,026; 29,0; 93,0;0,990350;3,14;0,45;12,200000;6
 7,00;0,130;0,37;12,85;0,042; 36,0;105,0;0,995810;3,05;0,55;10,700000;6
 7,00;0,450;0,34;19,80;0,040; 12,0; 67,0;0,997600;3,07;0,38;11,000000;6
 7,20;0,320;0,30; 8,25;0,020; 14,0;104,0;0,993620;2,99;0,44;11,400000;6
 7,00;0,130;0,37;12,85;0,042; 36,0;105,0;0,995810;3,05;0,55;10,700000;6
 5,90;0,340;0,30; 3,80;0,035; 57,0;135,0;0,990160;3,09;0,34;12,000000;6
 6,80;0,220;0,31; 6,90;0,037; 33,0;121,0;0,991760;3,02;0,39;11,900000;8
 7,20;0,320;0,30; 8,25;0,020; 14,0;104,0;0,993620;2,99;0,44;11,400000;6
 8,40;0,320;0,35;11,70;0,029;  3,0; 46,0;0,994390;3,02;0,34;11,800000;6
 6,80;0,270;0,29; 4,60;0,046;  6,0; 88,0;0,994580;3,34;0,48;10,600000;4
 8,00;0,740;0,21; 4,00;0,050; 24,0;133,0;0,994180;3,06;0,38; 9,700000;5
 7,00;0,450;0,34;19,80;0,040; 12,0; 67,0;0,997600;3,07;0,38;11,000000;6
 7,00;0,130;0,37;12,85;0,042; 36,0;105,0;0,995810;3,05;0,55;10,700000;6
 5,40;0,220;0,29; 1,20;0,045; 69,0;152,0;0,991780;3,76;0,63;11,000000;7
 8,40;0,220;0,30; 8,90;0,024; 17,0;118,0;0,994560;2,99;0,34;10,500000;6
 7,40;0,320;0,22;11,70;0,035; 44,0;150,0;0,995780;3,10;0,45;10,400000;5
 7,50;0,180;0,37; 6,20;0,050; 21,0;138,0;0,995460;3,20;0,55;10,500000;6
 7,10;0,470;0,29;14,80;0,024; 22,0;142,0;0,995180;3,12;0,48;12,000000;8
 7,10;0,470;0,29;14,80;0,024; 22,0;142,0;0,995180;3,12;0,48;12,000000;8
 5,80;0,190;0,25;10,80;0,042; 33,0;124,0;0,996460;3,22;0,41; 9,200000;6
 6,70;0,140;0,46; 1,60;0,036; 15,0; 92,0;0,992640;3,37;0,49;10,900000;5
 6,80;0,240;0,38; 8,30;0,045; 50,0;185,0;0,995780;3,15;0,50; 9,500000;6
 6,90;0,250;0,47; 8,40;0,042; 36,0;156,0;0,996040;3,15;0,55; 9,400000;6
 6,00;0,240;0,33; 2,50;0,026; 31,0; 85,0;0,990140;3,13;0,50;11,300000;7
 6,80;0,290;0,34; 3,50;0,054; 26,0;189,0;0,994890;3,42;0,58;10,400000;5
 6,30;0,330;0,42;17,20;0,037; 57,0;170,0;0,998840;3,26;0,57; 9,400000;6
 6,50;0,230;0,45; 2,10;0,027; 43,0;104,0;0,990540;3,02;0,52;11,300000;6
 6,30;0,270;0,29;12,20;0,044; 59,0;196,0;0,997820;3,14;0,40; 8,800000;6
 6,30;0,200;0,37;11,80;0,045; 58,0;130,0;0,995190;3,20;0,35;10,800000;5
 6,20;0,330;0,41;16,80;0,037; 58,0;173,0;0,998820;3,25;0,57; 9,400000;6
 6,30;0,330;0,42;17,20;0,037; 57,0;170,0;0,998840;3,26;0,57; 9,400000;6
 7,20;0,210;1,00; 1,10;0,154; 46,0;114,0;0,993100;2,95;0,43; 9,200000;6
 6,00;0,270;0,30;14,70;0,044; 15,0;144,0;0,996660;3,12;0,53;10,300000;6
 5,70;0,120;0,26; 5,50;0,034; 21,0; 99,0;0,993240;3,09;0,57; 9,900000;6
 6,90;0,240;0,37; 6,10;0,027; 38,0;112,0;0,990860;3,19;0,34;12,400000;6
 7,70;0,180;0,53; 1,20;0,041; 42,0;167,0;0,990800;3,11;0,44;11,900000;5
 7,10;0,170;0,43; 1,30;0,023; 33,0;132,0;0,990670;3,11;0,56;11,700000;6
 7,50;0,330;0,38; 8,70;0,126; 49,0;199,0;0,997110;2,98;0,57; 9,400000;5
 6,20;0,255;0,24; 1,70;0,039;138,5;272,0;0,994520;3,53;0,53; 9,600000;4
 7,50;0,330;0,38; 8,70;0,126; 49,0;199,0;0,997110;2,98;0,57; 9,400000;5
 5,60;0,200;0,66;10,20;0,043; 78,0;175,0;0,994500;2,98;0,43;10,400000;7
 7,60;0,170;0,36; 4,50;0,042; 26,0;102,0;0,994270;3,09;0,47; 9,500000;5
 5,80;0,150;0,31; 5,90;0,036;  7,0; 73,0;0,991520;3,20;0,43;11,900000;6
 6,30;0,250;0,44; 1,70;0,024; 36,0;116,0;0,989350;3,18;0,40;12,500000;6
 6,90;0,280;0,41; 1,40;0,016;  6,0; 55,0;0,988760;3,16;0,40;13,400000;5
 7,20;0,270;0,37; 5,40;0,026; 27,0;114,0;0,991740;3,13;0,84;12,700000;5
 6,20;0,250;0,38; 7,90;0,045; 54,0;208,0;0,995720;3,17;0,46; 9,100000;5
 8,50;0,190;0,48; 1,10;0,026; 23,0; 58,0;0,991840;2,90;0,50;10,500000;6
 6,20;0,250;0,54; 7,00;0,046; 58,0;176,0;0,994540;3,19;0,70;10,400000;5
 6,20;0,250;0,54; 7,00;0,046; 58,0;176,0;0,994540;3,19;0,70;10,400000;5
 6,80;0,280;0,43; 7,60;0,030; 30,0;110,0;0,991640;3,08;0,59;12,500000;8
 6,20;0,250;0,54; 7,00;0,046; 58,0;176,0;0,994540;3,19;0,70;10,400000;5
 7,40;0,210;0,80;12,30;0,038; 77,0;183,0;0,997780;2,95;0,48; 9,000000;5
 7,00;0,150;0,38;15,30;0,045; 54,0;120,0;0,997500;3,18;0,42; 9,800000;6
 7,40;0,210;0,80;12,30;0,038; 77,0;183,0;0,997780;2,95;0,48; 9,000000;5
 7,30;0,280;0,42; 1,20;0,033; 29,0;142,0;0,992050;3,17;0,43;10,700000;4
 6,10;0,180;0,38; 2,30;0,033; 28,0;111,0;0,989620;3,16;0,49;12,400000;6
 7,00;0,530;0,43; 6,10;0,029;  6,0; 76,0;0,991180;3,08;0,50;12,500000;8
 6,80;0,280;0,43; 7,60;0,030; 30,0;110,0;0,991640;3,08;0,59;12,500000;8
 6,50;0,360;0,38;10,20;0,028; 20,0; 82,0;0,992740;3,10;0,43;12,100000;7
 7,50;0,250;0,47; 4,10;0,041; 95,0;163,0;0,991840;2,92;0,59;11,300000;6
 6,70;0,240;0,41; 2,90;0,039; 48,0;122,0;0,990520;3,25;0,43;12,000000;5
 6,60;0,250;0,33; 8,50;0,042; 29,0;141,0;0,995460;3,28;0,60;10,400000;5
 6,40;0,150;0,40; 1,50;0,042; 23,0; 87,0;0,989720;3,11;0,46;12,200000;7
 6,30;0,280;0,30; 3,10;0,039; 24,0;115,0;0,994200;3,05;0,43; 8,600000;5
 6,20;0,250;0,38; 7,90;0,045; 54,0;208,0;0,995720;3,17;0,46; 9,100000;5
 7,10;0,280;0,35; 3,50;0,028; 35,0; 91,0;0,990220;2,96;0,33;12,100000;5
 6,60;0,350;0,34; 4,90;0,032;  9,0;125,0;0,992530;3,32;0,81;12,000000;5
 8,50;0,190;0,48; 1,10;0,026; 23,0; 58,0;0,991840;2,90;0,50;10,500000;6
 6,20;0,250;0,54; 7,00;0,046; 58,0;176,0;0,994540;3,19;0,70;10,400000;5
 6,00;0,350;0,51; 1,20;0,029; 10,0;102,0;0,990300;3,46;0,42;11,900000;6
 5,80;0,310;0,32; 4,50;0,024; 28,0; 94,0;0,989060;3,25;0,52;13,700000;7
 6,60;0,170;0,35; 2,60;0,030; 33,0; 78,0;0,991460;3,22;0,72;11,300000;6
 8,50;0,230;0,40; 9,90;0,036; 24,0; 88,0;0,995100;3,02;0,42;10,500000;6
 5,80;0,310;0,32; 4,50;0,024; 28,0; 94,0;0,989060;3,25;0,52;13,700000;7
 6,10;0,200;0,34; 9,50;0,041; 38,0;201,0;0,995000;3,14;0,44;10,100000;3
 6,30;0,370;0,37; 1,50;0,024; 12,0; 76,0;0,988760;2,94;0,39;12,300000;6
 6,20;0,360;0,38; 3,20;0,031; 20,0; 89,0;0,989560;3,06;0,33;12,000000;7
 6,60;0,170;0,35; 2,60;0,030; 33,0; 78,0;0,991460;3,22;0,72;11,300000;6
 6,30;0,280;0,47;11,20;0,040; 61,0;183,0;0,995920;3,12;0,51; 9,500000;6
 7,60;0,270;0,52; 3,20;0,043; 28,0;152,0;0,991290;3,02;0,53;11,400000;6
 7,00;0,250;0,45; 2,30;0,045; 40,0;118,0;0,990640;3,16;0,48;11,900000;7
 9,70;0,240;0,49; 4,90;0,032;  3,0; 18,0;0,993680;2,85;0,54;10,000000;6
 9,70;0,240;0,49; 4,90;0,032;  3,0; 18,0;0,993680;2,85;0,54;10,000000;6
